,task_id,problem,seed,success,test_cases_passed,test_cases_total,runtime,local_tests,local_test_state,iteration_idx
69,minimum-cost-to-make-array-equal,"from typing import List

def minCost(nums: List[int], cost: List[int]) -> int:
    def get_cost(target):
        return sum(abs(num - target) * c for num, c in zip(nums, cost))
    
    # Edge case: if all elements in nums are the same, return 0
    if len(set(nums)) == 1:
        return 0
    
    left, right = min(nums), max(nums)
    cache = {}
    
    while left < right:
        mid = (left + right) // 2
        if mid not in cache:
            cache[mid] = get_cost(mid)
        if mid + 1 not in cache:
            cache[mid + 1] = get_cost(mid + 1)
        
        cost1 = cache[mid]
        cost2 = cache[mid + 1]
        
        if cost1 < cost2:
            right = mid
        else:
            left = mid + 1
    
    return cache[left]",55,True,48,48,576 ms,"**Tests that the code passed:**

assert minCost([1,3,5,2], [2,3,1,14]) == 8
assert minCost([2,2,2,2,2], [4,2,8,1,3]) == 0

**Tests that the code failed:**

No tests failed.
","(True, True)",1
70,create-components-with-same-value,"
from typing import List
from collections import defaultdict, deque

def componentValue(nums: List[int], edges: List[List[int]]) -> int:
    def can_split(target):
        visited = [False] * n
        def dfs(node):
            visited[node] = True
            total = nums[node]
            for neighbor in graph[node]:
                if not visited[neighbor]:
                    result = dfs(neighbor)
                    if result == -1:
                        return -1
                    total += result
            if total > target:
                return -1
            return total if total < target else 0
        
        for i in range(n):
            if not visited[i]:
                if dfs(i) != 0:
                    return False
        return True

    n = len(nums)
    graph = defaultdict(list)
    for u, v in edges:
        graph[u].append(v)
        graph[v].append(u)
    
    total_sum = sum(nums)
    for k in range(n, 0, -1):
        if total_sum % k == 0:
            if can_split(total_sum // k):
                return k - 1
    return 0
",55,True,43,43,1162 ms,"**Tests that the code passed:**

assert componentValue([6,2,2,2,6], [[0,1],[1,2],[1,3],[3,4]]) == 2
assert componentValue([2], []) == 0

**Tests that the code failed:**

No tests failed.
","(True, True)",0
71,create-components-with-same-value,"from typing import List
from collections import defaultdict, deque

def componentValue(nums: List[int], edges: List[List[int]]) -> int:
    def can_split(target):
        visited = [False] * n
        memo = {}

        def dfs(node):
            if node in memo:
                return memo[node]
            visited[node] = True
            total = nums[node]
            for neighbor in graph[node]:
                if not visited[neighbor]:
                    result = dfs(neighbor)
                    if result == -1:
                        return -1
                    total += result
            if total > target:
                memo[node] = -1
                return -1
            memo[node] = total if total < target else 0
            return memo[node]
        
        for i in range(n):
            if not visited[i]:
                if dfs(i) != 0:
                    return False
        return True

    n = len(nums)
    if n == 1:
        return 0

    graph = defaultdict(list)
    for u, v in edges:
        graph[u].append(v)
        graph[v].append(u)
    
    total_sum = sum(nums)
    if total_sum == 0:
        return n - 1

    for k in range(n, 0, -1):
        if total_sum % k == 0:
            if can_split(total_sum // k):
                return k - 1
    return 0",55,True,43,43,1197 ms,"**Tests that the code passed:**

assert componentValue([6,2,2,2,6], [[0,1],[1,2],[1,3],[3,4]]) == 2
assert componentValue([2], []) == 0

**Tests that the code failed:**

No tests failed.
","(True, True)",1
72,count-subarrays-with-fixed-bounds,"
def countSubarrays(nums: List[int], minK: int, maxK: int) -> int:
    count = 0
    min_pos = max_pos = left_bound = -1

    for i, num in enumerate(nums):
        if num < minK or num > maxK:
            left_bound = i
        if num == minK:
            min_pos = i
        if num == maxK:
            max_pos = i
        count += max(0, min(min_pos, max_pos) - left_bound)
    
    return count
",55,True,52,52,703 ms,"**Tests that the code passed:**

assert countSubarrays([1,3,5,2,7,5], 1, 5) == 2
assert countSubarrays([1,1,1,1], 1, 1) == 10

**Tests that the code failed:**

No tests failed.
","(True, True)",0
73,count-subarrays-with-fixed-bounds,"from typing import List

def countSubarrays(nums: List[int], minK: int, maxK: int) -> int:
    count = 0
    min_pos = max_pos = left_bound = -1

    for i, num in enumerate(nums):
        if num < minK or num > maxK:
            left_bound = i
        if num == minK:
            min_pos = i
        if num == maxK:
            max_pos = i
        count += max(0, min(min_pos, max_pos) - left_bound)
    
    return count",55,True,52,52,703 ms,"**Tests that the code passed:**

assert countSubarrays([1,3,5,2,7,5], 1, 5) == 2
assert countSubarrays([1,1,1,1], 1, 1) == 10

**Tests that the code failed:**

No tests failed.
","(True, True)",1
74,longest-increasing-subsequence-ii,"
from typing import List
from bisect import bisect_left

def lengthOfLIS(nums: List[int], k: int) -> int:
    dp = []
    
    for num in nums:
        pos = bisect_left(dp, num)
        if pos < len(dp):
            if pos == 0 or num - dp[pos - 1] <= k:
                dp[pos] = num
        else:
            if pos == 0 or num - dp[-1] <= k:
                dp.append(num)
    
    return len(dp)
",55,False,76,84,,"**Tests that the code passed:**

assert lengthOfLIS([4,2,1,4,3,4,5,8,15], 3) == 5
assert lengthOfLIS([7,4,5,1,8,12,4,7], 5) == 4
assert lengthOfLIS([1,5], 1) == 1

**Tests that the code failed:**

No tests failed.
","(True, True, True)",0
75,longest-increasing-subsequence-ii,"from typing import List
from bisect import bisect_left

def lengthOfLIS(nums: List[int], k: int) -> int:
    if not nums:
        return 0
    
    dp = []
    
    for num in nums:
        pos = bisect_left(dp, num)
        if pos < len(dp):
            if pos == 0 or num - dp[pos - 1] <= k:
                dp[pos] = num
        else:
            if pos == 0 or num - dp[-1] <= k:
                dp.append(num)
    
    return len(dp)",55,False,76,84,,"**Tests that the code passed:**

assert lengthOfLIS([4,2,1,4,3,4,5,8,15], 3) == 5
assert lengthOfLIS([7,4,5,1,8,12,4,7], 5) == 4
assert lengthOfLIS([1,5], 1) == 1

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
76,paths-in-matrix-whose-sum-is-divisible-by-k,"
from typing import List

def numberOfPaths(grid: List[List[int]], k: int) -> int:
    MOD = 10**9 + 7
    m, n = len(grid), len(grid[0])
    
    # dp[i][j][r] will store the number of paths to (i, j) with sum % k == r
    dp = [[[0] * k for _ in range(n)] for _ in range(m)]
    dp[0][0][grid[0][0] % k] = 1
    
    for i in range(m):
        for j in range(n):
            for r in range(k):
                if dp[i][j][r] > 0:
                    if i + 1 < m:
                        dp[i + 1][j][(r + grid[i + 1][j]) % k] = (dp[i + 1][j][(r + grid[i + 1][j]) % k] + dp[i][j][r]) % MOD
                    if j + 1 < n:
                        dp[i][j + 1][(r + grid[i][j + 1]) % k] = (dp[i][j + 1][(r + grid[i][j + 1]) % k] + dp[i][j][r]) % MOD
    
    return dp[m - 1][n - 1][0]
",55,True,88,88,2544 ms,"**Tests that the code passed:**

assert numberOfPaths([[5,2,4],[3,0,5],[0,7,2]], 3) == 2
assert numberOfPaths([[0,0]], 5) == 1
assert numberOfPaths([[7,3,4,9],[2,3,6,2],[2,3,7,0]], 1) == 10

**Tests that the code failed:**

No tests failed.
","(True, True, True)",0
77,paths-in-matrix-whose-sum-is-divisible-by-k,"from typing import List

def numberOfPaths(grid: List[List[int]], k: int) -> int:
    MOD = 10**9 + 7
    m, n = len(grid), len(grid[0])
    
    # Initialize dp array with a full 3D array to ensure correctness
    dp = [[[0] * k for _ in range(n)] for _ in range(m)]
    dp[0][0][grid[0][0] % k] = 1
    
    for i in range(m):
        for j in range(n):
            for r in range(k):
                if dp[i][j][r] > 0:
                    if i + 1 < m:
                        dp[i + 1][j][(r + grid[i + 1][j]) % k] = (dp[i + 1][j][(r + grid[i + 1][j]) % k] + dp[i][j][r]) % MOD
                    if j + 1 < n:
                        dp[i][j + 1][(r + grid[i][j + 1]) % k] = (dp[i][j + 1][(r + grid[i][j + 1]) % k] + dp[i][j][r]) % MOD
    
    return dp[m - 1][n - 1][0] % MOD",55,True,88,88,2632 ms,"**Tests that the code passed:**

assert numberOfPaths([[5,2,4],[3,0,5],[0,7,2]], 3) == 2
assert numberOfPaths([[0,0]], 5) == 1
assert numberOfPaths([[7,3,4,9],[2,3,6,2],[2,3,7,0]], 1) == 10

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
78,minimum-time-to-visit-a-cell-in-a-grid,"
from typing import List
import heapq

def minimumTime(grid: List[List[int]]) -> int:
    m, n = len(grid), len(grid[0])
    directions = [(0, 1), (1, 0), (0, -1), (-1, 0)]
    pq = [(0, 0, 0)]  # (time, row, col)
    visited = set()

    while pq:
        time, row, col = heapq.heappop(pq)
        if (row, col) in visited:
            continue
        visited.add((row, col))
        if row == m - 1 and col == n - 1:
            return time
        for dr, dc in directions:
            new_row, new_col = row + dr, col + dc
            if 0 <= new_row < m and 0 <= new_col < n and (new_row, new_col) not in visited:
                new_time = max(time + 1, grid[new_row][new_col])
                heapq.heappush(pq, (new_time, new_row, new_col))
    
    return -1
",91,False,22,41,,"**Tests that the code passed:**

No tests passed.


**Tests that the code failed:**

assert minimumTime([[0,1,3,2],[5,1,2,5],[4,3,8,6]]) == 7 # ERROR: This unit test fails. Output was 6, but expected value was: 7
assert minimumTime([[0,2,4],[3,2,1],[1,0,4]]) == -1 # ERROR: This unit test fails. Output was 5, but expected value was: -1","(False, False)",0
79,minimum-time-to-visit-a-cell-in-a-grid,"from typing import List
import heapq

def minimumTime(grid: List[List[int]]) -> int:
    m, n = len(grid), len(grid[0])
    directions = [(0, 1), (1, 0), (0, -1), (-1, 0)]
    pq = [(0, 0, 0)]  # (time, row, col)
    min_time = [[float('inf')] * n for _ in range(m)]
    min_time[0][0] = 0

    while pq:
        time, row, col = heapq.heappop(pq)
        if row == m - 1 and col == n - 1:
            return time
        for dr, dc in directions:
            new_row, new_col = row + dr, col + dc
            if 0 <= new_row < m and 0 <= new_col < n:
                new_time = max(time + 1, grid[new_row][new_col])
                if new_time < min_time[new_row][new_col]:
                    min_time[new_row][new_col] = new_time
                    heapq.heappush(pq, (new_time, new_row, new_col))
    
    return -1",91,False,22,41,,,,1
80,find-the-string-with-lcp,"
from typing import List

def findTheString(lcp: List[List[int]]) -> str:
    n = len(lcp)
    word = [''] * n
    current_char = 'a'
    
    for i in range(n):
        if word[i] == '':
            word[i] = current_char
            for j in range(i + 1, n):
                if lcp[i][j] > 0:
                    word[j] = word[i]
            current_char = chr(ord(current_char) + 1)
    
    for i in range(n):
        for j in range(n):
            if lcp[i][j] != 0:
                if word[i] != word[j]:
                    return """"
                k = 0
                while i + k < n and j + k < n and word[i + k] == word[j + k]:
                    k += 1
                if k != lcp[i][j]:
                    return """"
            else:
                if i != j and word[i] == word[j]:
                    return """"
    
    return ''.join(word)
",91,False,36,55,,"**Tests that the code passed:**

assert findTheString([[4,0,2,0],[0,3,0,1],[2,0,2,0],[0,1,0,1]]) == ""abab""
assert findTheString([[4,3,2,1],[3,3,2,1],[2,2,2,1],[1,1,1,1]]) == ""aaaa""
assert findTheString([[4,3,2,1],[3,3,2,1],[2,2,2,1],[1,1,1,3]]) == """"

**Tests that the code failed:**

No tests failed.
","(True, True, True)",0
81,find-the-string-with-lcp,"from typing import List

def findTheString(lcp: List[List[int]]) -> str:
    n = len(lcp)
    word = [''] * n
    current_char = 'a'
    
    for i in range(n):
        if word[i] == '':
            word[i] = current_char
            for j in range(i + 1, n):
                if lcp[i][j] > 0:
                    if word[j] == '':
                        word[j] = word[i]
                    elif word[j] != word[i]:
                        return """"
            current_char = chr(ord(current_char) + 1)
    
    for i in range(n):
        for j in range(n):
            if lcp[i][j] != 0:
                if word[i] != word[j]:
                    return """"
                k = 0
                while i + k < n and j + k < n and word[i + k] == word[j + k]:
                    k += 1
                if k != lcp[i][j]:
                    return """"
            else:
                if i != j and word[i] == word[j]:
                    return """"
    
    return ''.join(word)",91,False,36,55,,"**Tests that the code passed:**

assert findTheString([[4,0,2,0],[0,3,0,1],[2,0,2,0],[0,1,0,1]]) == ""abab""
assert findTheString([[4,3,2,1],[3,3,2,1],[2,2,2,1],[1,1,1,1]]) == ""aaaa""
assert findTheString([[4,3,2,1],[3,3,2,1],[2,2,2,1],[1,1,1,3]]) == """"

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
82,handling-sum-queries-after-update,"
from typing import List

def handleQuery(nums1: List[int], nums2: List[int], queries: List[List[int]]) -> List[int]:
    result = []
    
    for query in queries:
        if query[0] == 1:
            l, r = query[1], query[2]
            for i in range(l, r + 1):
                nums1[i] = 1 - nums1[i]
        elif query[0] == 2:
            p = query[1]
            for i in range(len(nums1)):
                nums2[i] += nums1[i] * p
        elif query[0] == 3:
            result.append(sum(nums2))
    
    return result
",91,False,72,77,,"**Tests that the code passed:**

assert handleQuery([1,0,1], [0,0,0], [[1,1,1],[2,1,0],[3,0,0]]) == [3]
assert handleQuery([1], [5], [[2,0,0],[3,0,0]]) == [5]

**Tests that the code failed:**

No tests failed.
","(True, True)",0
83,handling-sum-queries-after-update,"from typing import List

class SegmentTree:
    def __init__(self, n):
        self.n = n
        self.tree = [0] * (4 * n)
        self.lazy = [0] * (4 * n)

    def update_range(self, start, end, l, r, node):
        if self.lazy[node] != 0:
            self.tree[node] = (r - l + 1) - self.tree[node]
            if l != r:
                self.lazy[node * 2 + 1] ^= 1
                self.lazy[node * 2 + 2] ^= 1
            self.lazy[node] = 0

        if start > r or end < l:
            return

        if start <= l and r <= end:
            self.tree[node] = (r - l + 1) - self.tree[node]
            if l != r:
                self.lazy[node * 2 + 1] ^= 1
                self.lazy[node * 2 + 2] ^= 1
            return

        mid = (l + r) // 2
        self.update_range(start, end, l, mid, node * 2 + 1)
        self.update_range(start, end, mid + 1, r, node * 2 + 2)
        self.tree[node] = self.tree[node * 2 + 1] + self.tree[node * 2 + 2]

    def query_range(self, start, end, l, r, node):
        if self.lazy[node] != 0:
            self.tree[node] = (r - l + 1) - self.tree[node]
            if l != r:
                self.lazy[node * 2 + 1] ^= 1
                self.lazy[node * 2 + 2] ^= 1
            self.lazy[node] = 0

        if start > r or end < l:
            return 0

        if start <= l and r <= end:
            return self.tree[node]

        mid = (l + r) // 2
        left_query = self.query_range(start, end, l, mid, node * 2 + 1)
        right_query = self.query_range(start, end, mid + 1, r, node * 2 + 2)
        return left_query + right_query

def handleQuery(nums1: List[int], nums2: List[int], queries: List[List[int]]) -> List[int]:
    n = len(nums1)
    result = []
    seg_tree = SegmentTree(n)
    
    for i in range(n):
        if nums1[i] == 1:
            seg_tree.update_range(i, i, 0, n - 1, 0)
    
    for query in queries:
        if query[0] == 1:
            l, r = query[1], query[2]
            seg_tree.update_range(l, r, 0, n - 1, 0)
        elif query[0] == 2:
            p = query[1]
            for i in range(n):
                if seg_tree.query_range(i, i, 0, n - 1, 0) == 1:
                    nums2[i] += p
        elif query[0] == 3:
            result.append(sum(nums2))
    
    return result",91,False,0,77,,"**Tests that the code passed:**

assert handleQuery([1,0,1], [0,0,0], [[1,1,1],[2,1,0],[3,0,0]]) == [3]
assert handleQuery([1], [5], [[2,0,0],[3,0,0]]) == [5]

**Tests that the code failed:**

No tests failed.
","(True, True)",1
84,subsequence-with-the-minimum-score,"
def minimumScore(s: str, t: str) -> int:
    n, m = len(s), len(t)
    
    # Initialize the left and right pointers for the two-pointer technique
    left, right = 0, m - 1
    
    # Create an array to store the minimum index in s where t[:i+1] is a subsequence
    left_indices = [-1] * m
    j = 0
    for i in range(n):
        if j < m and s[i] == t[j]:
            left_indices[j] = i
            j += 1
    
    # Create an array to store the maximum index in s where t[i:] is a subsequence
    right_indices = [-1] * m
    j = m - 1
    for i in range(n - 1, -1, -1):
        if j >= 0 and s[i] == t[j]:
            right_indices[j] = i
            j -= 1
    
    # If t is already a subsequence of s, return 0
    if left_indices[m - 1] != -1:
        return 0
    
    # Initialize the minimum score to the length of t
    min_score = m
    
    # Check the minimum score by removing characters from the beginning of t
    for i in range(m):
        if left_indices[i] != -1:
            min_score = min(min_score, m - 1 - i)
    
    # Check the minimum score by removing characters from the end of t
    for i in range(m - 1, -1, -1):
        if right_indices[i] != -1:
            min_score = min(min_score, i)
    
    # Check the minimum score by removing characters from the middle of t
    for i in range(m - 1):
        if left_indices[i] != -1 and right_indices[i + 1] != -1:
            min_score = min(min_score, right_indices[i + 1] - left_indices[i] - 1)
    
    return min_score
",91,False,28,54,,"**Tests that the code passed:**

assert minimumScore(""cde"", ""xyz"") == 3

**Tests that the code failed:**

assert minimumScore(""abacaba"", ""bzaa"") == 1 # ERROR: This unit test fails. Output was 2, but expected value was: 1","(False, True)",0
85,subsequence-with-the-minimum-score,"def minimumScore(s: str, t: str) -> int:
    n, m = len(s), len(t)
    
    # Initialize the left and right pointers for the two-pointer technique
    left, right = 0, m - 1
    
    # Create an array to store the minimum index in s where t[:i+1] is a subsequence
    left_indices = [-1] * m
    j = 0
    for i in range(n):
        if j < m and s[i] == t[j]:
            left_indices[j] = i
            j += 1
    
    # Create an array to store the maximum index in s where t[i:] is a subsequence
    right_indices = [-1] * m
    j = m - 1
    for i in range(n - 1, -1, -1):
        if j >= 0 and s[i] == t[j]:
            right_indices[j] = i
            j -= 1
    
    # If t is already a subsequence of s, return 0
    if left_indices[m - 1] != -1:
        return 0
    
    # Initialize the minimum score to the length of t
    min_score = m
    
    # Check the minimum score by removing characters from the beginning of t
    for i in range(m):
        if left_indices[i] != -1:
            min_score = min(min_score, m - 1 - i)
    
    # Check the minimum score by removing characters from the end of t
    for i in range(m - 1, -1, -1):
        if right_indices[i] != -1:
            min_score = min(min_score, i)
    
    # Check the minimum score by removing characters from the middle of t
    for i in range(m):
        for j in range(i, m):
            if left_indices[i] != -1 and right_indices[j] != -1 and left_indices[i] < right_indices[j]:
                min_score = min(min_score, j - i - 1)
    
    return min_score",91,False,45,54,,"**Tests that the code passed:**

assert minimumScore(""abacaba"", ""bzaa"") == 1
assert minimumScore(""cde"", ""xyz"") == 3

**Tests that the code failed:**

No tests failed.
","(True, True)",1
86,minimum-number-of-visited-cells-in-a-grid,"
from typing import List
from collections import deque

def minimumVisitedCells(grid: List[List[int]]) -> int:
    m, n = len(grid), len(grid[0])
    if m == 1 and n == 1:
        return 1

    directions = [(0, 1), (1, 0)]
    queue = deque([(0, 0, 1)])  # (row, col, steps)
    visited = set((0, 0))

    while queue:
        i, j, steps = queue.popleft()
        
        for di, dj in directions:
            for k in range(1, grid[i][j] + 1):
                ni, nj = i + k * di, j + k * dj
                if 0 <= ni < m and 0 <= nj < n and (ni, nj) not in visited:
                    if ni == m - 1 and nj == n - 1:
                        return steps + 1
                    queue.append((ni, nj, steps + 1))
                    visited.add((ni, nj))
    
    return -1
",91,False,0,0,-1,"**Tests that the code passed:**

assert minimumVisitedCells([[3,4,2,1],[4,2,3,1],[2,1,0,0],[2,4,0,0]]) == 4
assert minimumVisitedCells([[3,4,2,1],[4,2,1,1],[2,1,1,0],[3,4,1,0]]) == 3
assert minimumVisitedCells([[2,1,0],[1,0,0]]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True, True)",0
87,minimum-number-of-visited-cells-in-a-grid,"from typing import List
from collections import deque

def minimumVisitedCells(grid: List[List[int]]) -> int:
    m, n = len(grid), len(grid[0])
    if m == 1 and n == 1:
        return 1 if grid[0][0] != 0 else -1

    directions = [(0, 1), (1, 0)]
    queue = deque([(0, 0, 1)])  # (row, col, steps)
    visited = set()
    visited.add((0, 0))

    while queue:
        i, j, steps = queue.popleft()
        
        for di, dj in directions:
            if di == 0:  # Rightward movement
                for nj in range(j + 1, min(j + grid[i][j] + 1, n)):
                    if (i, nj) not in visited:
                        if i == m - 1 and nj == n - 1:
                            return steps + 1
                        queue.append((i, nj, steps + 1))
                        visited.add((i, nj))
            else:  # Downward movement
                for ni in range(i + 1, min(i + grid[i][j] + 1, m)):
                    if (ni, j) not in visited:
                        if ni == m - 1 and j == n - 1:
                            return steps + 1
                        queue.append((ni, j, steps + 1))
                        visited.add((ni, j))
    
    return -1",91,False,0,0,-1,"**Tests that the code passed:**

assert minimumVisitedCells([[3,4,2,1],[4,2,3,1],[2,1,0,0],[2,4,0,0]]) == 4
assert minimumVisitedCells([[3,4,2,1],[4,2,1,1],[2,1,1,0],[3,4,1,0]]) == 3
assert minimumVisitedCells([[2,1,0],[1,0,0]]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True, True)",1
88,rearranging-fruits,"
from typing import List
from collections import Counter

def minCost(basket1: List[int], basket2: List[int]) -> int:
    count1 = Counter(basket1)
    count2 = Counter(basket2)
    
    # Check if it's possible to make both baskets equal
    for fruit in set(basket1 + basket2):
        if (count1[fruit] + count2[fruit]) % 2 != 0:
            return -1
    
    # Calculate the excess fruits in each basket
    excess1 = []
    excess2 = []
    for fruit in count1:
        if count1[fruit] > count2[fruit]:
            excess1.extend([fruit] * ((count1[fruit] - count2[fruit]) // 2))
    for fruit in count2:
        if count2[fruit] > count1[fruit]:
            excess2.extend([fruit] * ((count2[fruit] - count1[fruit]) // 2))
    
    # Sort the excess fruits to minimize the cost
    excess1.sort()
    excess2.sort(reverse=True)
    
    # Calculate the minimum cost
    min_cost = 0
    for i in range(len(excess1)):
        min_cost += min(excess1[i], excess2[i])
    
    return min_cost
",91,False,20,40,,"**Tests that the code passed:**

assert minCost([4,2,2,2], [1,4,1,2]) == 1
assert minCost([2,3,4,1], [3,2,5,1]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True)",0
89,rearranging-fruits,"from typing import List
from collections import Counter
import heapq

def minCost(basket1: List[int], basket2: List[int]) -> int:
    count1 = Counter(basket1)
    count2 = Counter(basket2)
    
    # Check if it's possible to make both baskets equal
    for fruit in set(basket1 + basket2):
        if (count1[fruit] + count2[fruit]) % 2 != 0:
            return -1
    
    # Calculate the excess fruits in each basket
    excess1 = []
    excess2 = []
    for fruit in count1:
        if count1[fruit] > count2[fruit]:
            excess1.extend([fruit] * ((count1[fruit] - count2[fruit]) // 2))
    for fruit in count2:
        if count2[fruit] > count1[fruit]:
            excess2.extend([fruit] * ((count2[fruit] - count1[fruit]) // 2))
    
    # Use a min-heap to always get the smallest available fruit
    heapq.heapify(excess1)
    heapq.heapify(excess2)
    
    # Calculate the minimum cost
    min_cost = 0
    while excess1 and excess2:
        min_cost += min(heapq.heappop(excess1), heapq.heappop(excess2))
    
    return min_cost",91,False,19,40,,"**Tests that the code passed:**

assert minCost([4,2,2,2], [1,4,1,2]) == 1
assert minCost([2,3,4,1], [3,2,5,1]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True)",1
90,lexicographically-smallest-beautiful-string,"
def smallestBeautifulString(s: str, k: int) -> str:
    def is_beautiful(s: str) -> bool:
        for i in range(len(s) - 1):
            if s[i] == s[i + 1]:
                return False
        for i in range(len(s) - 2):
            if s[i] == s[i + 2]:
                return False
        return True

    n = len(s)
    s = list(s)
    for i in range(n - 1, -1, -1):
        for j in range(ord(s[i]) - ord('a') + 1, k):
            s[i] = chr(ord('a') + j)
            if is_beautiful(s[:i + 1]):
                for l in range(i + 1, n):
                    for m in range(k):
                        s[l] = chr(ord('a') + m)
                        if is_beautiful(s[:l + 1]):
                            break
                return ''.join(s)
        s[i] = 'a'
    return """"
",91,False,1042,1054,,"**Tests that the code passed:**

assert smallestBeautifulString(""abcz"", 26) == ""abda""
assert smallestBeautifulString(""dc"", 4) == """"

**Tests that the code failed:**

No tests failed.
","(True, True)",0
91,lexicographically-smallest-beautiful-string,"def smallestBeautifulString(s: str, k: int) -> str:
    def next_char(c, k):
        return chr((ord(c) - ord('a') + 1) % k + ord('a'))

    def is_beautiful(s: str) -> bool:
        for i in range(len(s) - 1):
            if s[i] == s[i + 1]:
                return False
        for i in range(len(s) - 2):
            if s[i] == s[i + 2]:
                return False
        return True

    n = len(s)
    s = list(s)
    for i in range(n - 1, -1, -1):
        original_char = s[i]
        for j in range(1, k):
            s[i] = next_char(s[i], k)
            if s[i] <= original_char:
                continue
            if is_beautiful(s[:i + 1]):
                for l in range(i + 1, n):
                    for m in range(k):
                        s[l] = chr(ord('a') + m)
                        if is_beautiful(s[:l + 1]):
                            break
                return ''.join(s)
        s[i] = 'a'
    return """"",91,False,1042,1054,,"**Tests that the code passed:**

assert smallestBeautifulString(""abcz"", 26) == ""abda""
assert smallestBeautifulString(""dc"", 4) == """"

**Tests that the code failed:**

No tests failed.
","(True, True)",1
92,count-increasing-quadruplets,"
def countQuadruplets(nums: List[int]) -> int:
    n = len(nums)
    count = 0
    
    for i in range(n):
        for j in range(i + 1, n):
            for k in range(i + 1, j):
                for l in range(j + 1, n):
                    if nums[i] < nums[k] < nums[j] < nums[l]:
                        count += 1
                        
    return count
",91,False,11,121,,"**Tests that the code passed:**

assert countQuadruplets([1,3,2,4,5]) == 2

**Tests that the code failed:**

assert countQuadruplets([1,2,3,4]) == 0 # ERROR: This unit test fails. Output was 1, but expected value was: 0","(True, False)",0
93,count-increasing-quadruplets,"from typing import List

def countQuadruplets(nums: List[int]) -> int:
    n = len(nums)
    count = 0
    
    for i in range(n):
        for j in range(i + 1, n):
            for k in range(j + 1, n):
                for l in range(k + 1, n):
                    if nums[i] < nums[k] < nums[j] < nums[l]:
                        count += 1
                        
    return count",91,False,63,121,,"**Tests that the code passed:**

assert countQuadruplets([1,3,2,4,5]) == 2
assert countQuadruplets([1,2,3,4]) == 0

**Tests that the code failed:**

No tests failed.
","(True, True)",1
94,put-marbles-in-bags,"
from typing import List

def putMarbles(weights: List[int], k: int) -> int:
    n = len(weights)
    if k == 1:
        return 0

    # Calculate the cost of each possible bag
    costs = [weights[i] + weights[i + 1] for i in range(n - 1)]
    
    # Sort the costs to find the minimum and maximum possible scores
    costs.sort()
    
    # The minimum score is the sum of the smallest k-1 costs
    min_score = sum(costs[:k-1])
    
    # The maximum score is the sum of the largest k-1 costs
    max_score = sum(costs[-(k-1):])
    
    return max_score - min_score
",91,True,103,103,552 ms,"**Tests that the code passed:**

assert putMarbles([1,3,5,1], 2) == 4
assert putMarbles([1,3], 2) == 0

**Tests that the code failed:**

No tests failed.
","(True, True)",0
95,put-marbles-in-bags,"from typing import List

def putMarbles(weights: List[int], k: int) -> int:
    n = len(weights)
    
    # Early exit for trivial cases
    if k == 1 or k == n:
        return 0
    
    # Calculate the cost of each possible bag
    costs = [weights[i] + weights[i + 1] for i in range(n - 1)]
    
    # Sort the costs to find the minimum and maximum possible scores
    costs.sort()
    
    # The minimum score is the sum of the smallest k-1 costs
    min_score = sum(costs[:k-1])
    
    # The maximum score is the sum of the largest k-1 costs
    max_score = sum(costs[-(k-1):])
    
    return max_score - min_score",91,True,103,103,549 ms,"**Tests that the code passed:**

assert putMarbles([1,3,5,1], 2) == 4
assert putMarbles([1,3], 2) == 0

**Tests that the code failed:**

No tests failed.
","(True, True)",1
96,shortest-cycle-in-a-graph,"
from typing import List
from collections import deque, defaultdict

def findShortestCycle(n: int, edges: List[List[int]]) -> int:
    graph = defaultdict(list)
    for u, v in edges:
        graph[u].append(v)
        graph[v].append(u)
    
    def bfs(start):
        dist = [-1] * n
        dist[start] = 0
        q = deque([(start, -1)])
        while q:
            node, parent = q.popleft()
            for neighbor in graph[node]:
                if dist[neighbor] == -1:
                    dist[neighbor] = dist[node] + 1
                    q.append((neighbor, node))
                elif neighbor != parent:
                    return dist[node] + dist[neighbor] + 1
        return float('inf')
    
    shortest_cycle = float('inf')
    for i in range(n):
        shortest_cycle = min(shortest_cycle, bfs(i))
    
    return shortest_cycle if shortest_cycle != float('inf') else -1
",91,False,84,88,,"**Tests that the code passed:**

assert findShortestCycle(7, [[0,1],[1,2],[2,0],[3,4],[4,5],[5,6],[6,3]]) == 3
assert findShortestCycle(4, [[0,1],[0,2]]) == -1

**Tests that the code failed:**

No tests failed.
","(True, True)",0
